item_id,city,quality,sell_price_min,sell_price_min_date,sell_price_max,sell_price_max_date,buy_price_min,buy_price_min_date,buy_price_max,buy_price_max_date
T4_SOUL,Fort Sterling,1,100,2024-07-30T07:35:00,130,2024-07-30T07:35:00,10,2024-07-30T07:35:00,99,2024-07-30T07:35:00
T4_SOUL,Fort Sterling,1,100,2024-07-30T11:45:00,130,2024-07-30T11:45:00,10,2024-07-30T11:45:00,98,2024-07-30T11:45:00
