item_id,city,quality,sell_price_min,sell_price_min_date,sell_price_max,sell_price_max_date,buy_price_min,buy_price_min_date,buy_price_max,buy_price_max_date
T4_SOUL,Martlock,1,130,2024-07-30T05:50:00,130,2024-07-30T05:50:00,11,2024-07-30T05:50:00,101,2024-07-30T05:50:00
