item_id,city,quality,sell_price_min,sell_price_min_date,sell_price_max,sell_price_max_date,buy_price_min,buy_price_min_date,buy_price_max,buy_price_max_date
T4_SOUL,Lymhurst,1,124,2024-07-30T08:05:00,133,2024-07-30T08:05:00,91,2024-07-30T08:05:00,91,2024-07-30T08:05:00
T4_SOUL,Lymhurst,1,121,2024-07-30T11:25:00,149,2024-07-30T11:25:00,3,2024-07-30T10:25:00,90,2024-07-30T10:25:00
